datetime,symb,company,finviz_date,sector,industry,market_cap,income,insider_own,shs_outstanding,shs_float,short_float,short_ratio,last,volume,change_pct
2019-06-02,GPS,Gap Inc. (the) ,2019-05-18,Services,Apparel Stores,11.24B,966.00M,,380.83M,238.43M,11.21%,5.41,17.54,627220,14.85
2019-05-31,GPS,Gap Inc. (the) ,2019-05-18,Services,Apparel Stores,11.24B,966.00M,,380.83M,238.43M,11.21%,5.41,17.54,627220,14.85
2019-05-31,BOSC,B.o.s. Better Onli ,2020-02-27,Technology,Communication Equipment,8.55M,0.80M,24.20%,4.36M,4.04M,0.21%,0.49,2.6,41530,13.33
2019-05-30,ANF,Abercrombie & Fitc ,2019-05-29,Services,Apparel Stores,1.22B,70.90M,0.70%,66.08M,65.89M,22.25%,5.64,19.72,849410,21.15
2019-05-31,ELTK,Eltek Ltd. ,2019-05-29,Technology,Printed Circuit Boards,12.67M,-2.60M,25.30%,1.81M,0.88M,0.46%,0.02,6.0,299120,14.29
2019-06-02,ZUO,Zuora Inc. Class A ,2020-02-08,Technology,Application Software,1.81B,-80.30M,0.20%,115.12M,71.91M,5.62%,3.94,13.36,674230,32.86
2019-05-24,SINA,Sina Corporation ,2020-02-27,Technology,Internet Software & Services,2.43B,121.30M,9.30%,71.30M,61.16M,2.37%,2.18,42.0,54490,11.26
2019-05-21,OCUL,Ocular Therapeutix ,2020-02-27,Healthcare,Biotechnology,226.23M,-77.80M,10.98%,45.61M,42.80M,14.33%,9.69,2.79,156630,17.21
2019-05-28,OTLK,Outlook Therapeuti ,2019-05-15,Healthcare,Biotechnology,23.52M,-40.20M,4.20%,22.83M,14.41M,0.33%,0.10,2.36,1450000,15.41
2019-05-24,OTLK,Outlook Therapeuti ,2019-05-15,Healthcare,Biotechnology,23.52M,-40.20M,4.20%,22.83M,14.41M,0.33%,0.10,2.25,306330,11.02
2019-05-24,WB,Weibo Corporation ,2019-01-26,Technology,Internet Information Providers,12.44B,536.30M,7.41%,213.72M,17.25M,39.90%,2.72,45.06,461230,11.92
2019-05-21,KSS,"Kohl""s Corporation ",2019-02-25,Services,Department Stores,10.77B,860.00M,0.70%,167.31M,162.95M,14.43%,6.60,55.31,1380000,12.08
2019-05-21,MNK,Mallinckrodt plc ,2019-01-16,Healthcare,Drugs - Generic,1.64B,1.18B,0.70%,82.24M,81.59M,30.00%,10.70,9.14,1310000,29.85
2019-05-21,BCRX,Biocryst Pharmaceu ,2019-03-04,Healthcare,Biotechnology,956.57M,-93.40M,1.00%,111.10M,108.50M,8.63%,13.31,3.64,2620000,50.74
2019-05-17,EOLS,Evolus Inc. ,2019-06-05,Healthcare,Drugs - Generic,471.53M,-51.70M,,28.84M,11.96M,27.32%,3.90,19.99,257910,10.24
2019-05-17,EOLS,Evolus Inc. ,2019-06-05,Healthcare,Drugs - Generic,471.53M,-51.70M,,28.84M,11.96M,27.32%,3.90,19.99,257910,10.24
2019-05-17,NPTN,Neophotonics Corpo ,2019-03-04,Technology,Semiconductor - Broad Line,328.37M,-81.20M,1.30%,45.99M,42.51M,9.73%,5.96,4.9,33180,14.34
2019-05-17,CLRB,Cellectar Bioscien ,2019-05-15,Healthcare,Biotechnology,11.93M,-15.50M,0.60%,5.23M,5.15M,3.53%,0.77,2.22,691870,21.28
2019-05-17,NPTN,Neophotonics Corpo ,2019-03-04,Technology,Semiconductor - Broad Line,328.37M,-81.20M,1.30%,45.99M,42.51M,9.73%,5.96,4.9,33180,14.34
2019-05-17,CLRB,Cellectar Bioscien ,2019-05-15,Healthcare,Biotechnology,11.93M,-15.50M,0.60%,5.23M,5.15M,3.53%,0.77,2.22,691870,21.28
2019-05-21,BCRX,Biocryst Pharmaceu ,2019-03-04,Healthcare,Biotechnology,956.57M,-93.40M,1.00%,111.10M,108.50M,8.63%,13.31,3.64,7440000,50.74
2019-05-13,SOXL,Direxion Daily Sem ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,144.51,31090,10.18
2019-05-13,SOXL,Direxion Daily Sem ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,144.51,31090,10.18
2019-05-16,UNIT,Uniti Group Inc. ,2019-02-25,Financial,REIT - Industrial,1.79B,-0.80M,0.20%,193.72M,171.15M,8.17%,4.03,9.71,200630,10.26
2019-05-10,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,19.68,238630,14.66
2019-05-16,UNIT,Uniti Group Inc. ,2019-02-25,Financial,REIT - Industrial,1.79B,-0.80M,0.20%,193.72M,171.15M,8.17%,4.03,9.71,200630,10.26
2019-05-15,MYOV,Myovant Sciences L ,2019-12-02,Healthcare,Biotechnology,1.55B,-284.10M,,86.75M,35.79M,12.32%,2.04,13.51,43000,21.54
2019-05-10,INFN,Infinera Corporati ,2020-02-27,Technology,Communication Equipment,1.29B,-453.50M,0.20%,184.91M,176.78M,12.01%,9.99,3.69,65130,16.52
2019-05-13,YCBD,cbdmd Inc. ,2020-01-11,Services,Marketing Services,32.02M,-44.50M,26.95%,28.59M,20.25M,13.38%,16.27,5.85,90140,13.59
2019-05-10,CDMO,Avid Bioservices I ,2020-02-27,Healthcare,Biotechnology,368.75M,-9.50M,0.10%,56.73M,49.79M,5.40%,6.57,3.6,31590,19.1
2019-05-10,SYMC,Symantec Corporati ,2019-04-07,Technology,Security Software & Services,14.66B,79.00M,0.80%,637.83M,632.81M,1.93%,2.32,18.82,122510,15.11
2019-05-10,FGEN,Fibrogen Inc ,2019-10-11,Healthcare,Biotechnology,3.14B,49.00M,4.30%,85.66M,77.36M,7.07%,9.74,37.31,34960,18.31
2019-05-10,FCEL,Fuelcell Energy In ,2019-06-05,Utilities,Diversified Utilities,8.55M,-86.80M,0.70%,10.96M,10.67M,15.22%,2.38,2.14,35770,12.96
2019-05-10,FCEL,Fuelcell Energy In ,2019-06-05,Utilities,Diversified Utilities,8.55M,-86.80M,0.70%,10.96M,10.67M,15.22%,2.38,2.14,35770,12.96
2019-05-10,FCEL,Fuelcell Energy In ,2019-06-05,Utilities,Diversified Utilities,8.55M,-86.80M,0.70%,10.96M,10.67M,15.22%,2.38,2.14,35770,12.96
2019-05-10,FCEL,Fuelcell Energy In ,2019-06-05,Utilities,Diversified Utilities,8.55M,-86.80M,0.70%,10.96M,10.67M,15.22%,2.38,2.14,35770,12.96
2019-05-10,FCEL,Fuelcell Energy In ,2019-06-05,Utilities,Diversified Utilities,8.55M,-86.80M,0.70%,10.96M,10.67M,15.22%,2.38,2.14,35770,12.96
2019-05-10,GDOT,Green Dot Corporat ,2020-02-27,Financial,Credit Services,1.80B,99.90M,2.60%,52.76M,46.83M,12.99%,5.10,47.4,140410,25.08
2019-05-10,ELF,e.l.f. Beauty Inc. ,2019-02-22,Consumer Goods,Personal Products,463.76M,15.70M,4.70%,48.51M,23.07M,23.50%,11.71,10.09,30430,18.43
2019-05-10,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,19.68,238630,14.66
2019-05-10,INFN,Infinera Corporati ,2020-02-27,Technology,Communication Equipment,1.29B,-453.50M,0.20%,184.91M,176.78M,12.01%,9.99,3.69,65130,16.52
2019-05-10,CDMO,Avid Bioservices I ,2020-02-27,Healthcare,Biotechnology,368.75M,-9.50M,0.10%,56.73M,49.79M,5.40%,6.57,3.6,31590,19.1
2019-05-10,GDOT,Green Dot Corporat ,2020-02-27,Financial,Credit Services,1.80B,99.90M,2.60%,52.76M,46.83M,12.99%,5.10,47.4,140410,25.08
2019-05-10,STMP,Stamps.com Inc. ,2019-03-04,Technology,Application Software,1.68B,179.20M,0.10%,17.71M,16.89M,14.15%,2.93,42.23,846310,49.36
2019-05-10,ELF,e.l.f. Beauty Inc. ,2019-02-22,Consumer Goods,Personal Products,463.76M,15.70M,4.70%,48.51M,23.07M,23.50%,11.71,10.09,30430,18.43
2019-05-10,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,19.68,238630,14.66
2019-05-10,INFN,Infinera Corporati ,2020-02-27,Technology,Communication Equipment,1.29B,-453.50M,0.20%,184.91M,176.78M,12.01%,9.99,3.69,65130,16.52
2019-05-10,STMP,Stamps.com Inc. ,2019-03-04,Technology,Application Software,1.68B,179.20M,0.10%,17.71M,16.89M,14.15%,2.93,42.23,846310,49.36
2019-05-10,CDMO,Avid Bioservices I ,2020-02-27,Healthcare,Biotechnology,368.75M,-9.50M,0.10%,56.73M,49.79M,5.40%,6.57,3.6,31590,19.1
2019-05-10,GDOT,Green Dot Corporat ,2020-02-27,Financial,Credit Services,1.80B,99.90M,2.60%,52.76M,46.83M,12.99%,5.10,47.4,140410,25.08
2019-05-10,ELF,e.l.f. Beauty Inc. ,2019-02-22,Consumer Goods,Personal Products,463.76M,15.70M,4.70%,48.51M,23.07M,23.50%,11.71,10.09,30430,18.43
2019-05-10,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,19.68,238630,14.66
2019-05-10,INFN,Infinera Corporati ,2020-02-27,Technology,Communication Equipment,1.29B,-453.50M,0.20%,184.91M,176.78M,12.01%,9.99,3.69,65130,16.52
2019-05-10,CDMO,Avid Bioservices I ,2020-02-27,Healthcare,Biotechnology,368.75M,-9.50M,0.10%,56.73M,49.79M,5.40%,6.57,3.6,31590,19.1
2019-05-10,GDOT,Green Dot Corporat ,2020-02-27,Financial,Credit Services,1.80B,99.90M,2.60%,52.76M,46.83M,12.99%,5.10,47.4,140410,25.08
2019-05-10,STMP,Stamps.com Inc. ,2019-03-04,Technology,Application Software,1.68B,179.20M,0.10%,17.71M,16.89M,14.15%,2.93,42.23,846310,49.36
2019-05-10,ELF,e.l.f. Beauty Inc. ,2019-02-22,Consumer Goods,Personal Products,463.76M,15.70M,4.70%,48.51M,23.07M,23.50%,11.71,10.09,30430,18.43
2019-05-10,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,19.68,238630,14.66
2019-05-10,INFN,Infinera Corporati ,2020-02-27,Technology,Communication Equipment,1.29B,-453.50M,0.20%,184.91M,176.78M,12.01%,9.99,3.69,65130,16.52
2019-05-10,CDMO,Avid Bioservices I ,2020-02-27,Healthcare,Biotechnology,368.75M,-9.50M,0.10%,56.73M,49.79M,5.40%,6.57,3.6,31590,19.1
2019-05-10,GDOT,Green Dot Corporat ,2020-02-27,Financial,Credit Services,1.80B,99.90M,2.60%,52.76M,46.83M,12.99%,5.10,47.4,140410,25.08
2019-05-10,STMP,Stamps.com Inc. ,2019-03-04,Technology,Application Software,1.68B,179.20M,0.10%,17.71M,16.89M,14.15%,2.93,42.23,846310,49.36
2019-05-10,ELF,e.l.f. Beauty Inc. ,2019-02-22,Consumer Goods,Personal Products,463.76M,15.70M,4.70%,48.51M,23.07M,23.50%,11.71,10.09,30430,18.43
2019-05-10,STMP,Stamps.com Inc. ,2019-03-04,Technology,Application Software,1.68B,179.20M,0.10%,17.71M,16.89M,14.15%,2.93,42.23,846310,49.36
2019-05-13,NERV,Minerva Neuroscien ,2020-02-27,Healthcare,Biotechnology,289.08M,-55.50M,0.80%,39.33M,37.51M,8.39%,7.97,5.6,61090,18.96
2019-05-10,AQMS,Aqua Metals Inc. ,2019-01-12,Industrial Goods,Waste Management,89.24M,-33.80M,0.20%,38.30M,34.38M,9.17%,9.50,2.05,41500,20.23
2019-05-10,PBYI,Puma Biotechnology ,2019-05-13,Healthcare,Biotechnology,1.16B,-113.60M,11.20%,62.89M,33.40M,14.20%,4.21,19.08,78500,36.46
2019-05-13,YCBD,cbdmd Inc. ,2020-01-11,Services,Marketing Services,32.02M,-44.50M,26.95%,28.59M,20.25M,13.38%,16.27,5.85,90140,13.59
2019-05-13,EARS,Auris Medical Hold ,2019-06-05,Healthcare,Biotechnology,5.57M,-11.50M,16.57%,1.92M,1.59M,2.65%,0.23,4.13,154100,15.54
2019-05-13,NERV,Minerva Neuroscien ,2020-02-27,Healthcare,Biotechnology,289.08M,-55.50M,0.80%,39.33M,37.51M,8.39%,7.97,5.6,61090,18.96
2019-05-15,SLDB,Solid Biosciences ,2020-02-27,Healthcare,Drugs - Generic,136.77M,-107.30M,2.40%,46.84M,26.84M,12.87%,3.64,5.25,199560,40.68
2019-05-13,EARS,Auris Medical Hold ,2019-06-05,Healthcare,Biotechnology,5.57M,-11.50M,16.57%,1.92M,1.59M,2.65%,0.23,4.13,154100,15.54
2019-05-16,A,Agilent Technologi ,2019-05-15,Healthcare,Medical Laboratories & Research,24.10B,1.16B,0.40%,317.10M,316.37M,1.17%,1.96,67.25,136980,11.52
2019-05-16,IMGN,Immunogen Inc. ,2019-05-15,Healthcare,Biotechnology,463.77M,-174.00M,0.90%,147.23M,147.10M,9.23%,3.72,2.13,781750,32.38
2019-05-16,A,Agilent Technologi ,2019-05-15,Healthcare,Medical Laboratories & Research,24.10B,1.16B,0.40%,317.10M,316.37M,1.17%,1.96,67.25,136980,11.52
2019-05-16,IMGN,Immunogen Inc. ,2019-05-15,Healthcare,Biotechnology,463.77M,-174.00M,0.90%,147.23M,147.10M,9.23%,3.72,2.13,781750,32.38
2019-05-09,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,19.68,238630,14.66
2019-05-09,INFN,Infinera Corporati ,2020-02-27,Technology,Communication Equipment,1.29B,-453.50M,0.20%,184.91M,176.78M,12.01%,9.99,3.69,65130,16.52
2019-05-09,COMM,Commscope Holding ,2020-02-27,Technology,Communication Equipment,2.09B,-553.80M,1.40%,193.78M,190.82M,5.69%,3.38,19.68,238630,14.66
2019-05-09,PBPB,Potbelly Corporati ,2020-02-27,Services,Specialty Eateries,125.35M,-27.00M,1.10%,22.75M,21.63M,6.75%,5.66,7.2,197590,16.63
2019-05-09,PBPB,Potbelly Corporati ,2020-02-27,Services,Specialty Eateries,125.35M,-27.00M,1.10%,22.75M,21.63M,6.75%,5.66,7.2,197590,16.63
2019-05-07,TXMD,Therapeuticsmd Inc. ,2020-02-27,Healthcare,Drug Manufacturers - Major,503.76M,-176.10M,7.40%,283.01M,235.66M,38.59%,23.68,3.94,105350,13.35
2019-05-07,YINN,Direxion Daily Fts ,2020-02-27,Financial,Exchange Traded Fund,-,-,-,-,-,-,-,22.04,147320,11.41
2019-05-09,FCEL,Fuelcell Energy In ,2019-06-05,Utilities,Diversified Utilities,8.55M,-86.80M,0.70%,10.96M,10.67M,15.22%,2.38,2.14,35770,12.96
2019-05-09,FCEL,Fuelcell Energy In ,2019-06-05,Utilities,Diversified Utilities,8.55M,-86.80M,0.70%,10.96M,10.67M,15.22%,2.38,2.14,35770,12.96
2019-05-04,DFFN,Diffusion Pharmace ,2020-02-27,Healthcare,Biotechnology,12.76M,-13.50M,0.27%,33.50M,33.33M,2.20%,0.21,4.9,231060,17.0
2019-05-09,LTHM,Livent Corporation ,2019-02-20,Basic Materials,Industrial Metals & Minerals,1.80B,126.70M,,142.25M,22.76M,38.60%,7.91,9.25,29050,13.79
2019-05-09,LTHM,Livent Corporation ,2019-02-20,Basic Materials,Industrial Metals & Minerals,1.80B,126.70M,,142.25M,22.76M,38.60%,7.91,9.25,29050,13.79
2019-05-04,EPAY,Bottomline Technol ,2019-02-02,Technology,Business Software & Services,1.81B,4.70M,2.20%,42.50M,42.14M,2.31%,2.32,43.44,25680,13.79
2019-05-04,EPAY,Bottomline Technol ,2019-02-02,Technology,Business Software & Services,1.81B,4.70M,2.20%,42.50M,42.14M,2.31%,2.32,43.44,25680,13.79
2019-05-04,EPAY,Bottomline Technol ,2019-02-02,Technology,Business Software & Services,1.81B,4.70M,2.20%,42.50M,42.14M,2.31%,2.32,43.44,25680,13.79
2019-05-04,DFFN,Diffusion Pharmace ,2020-02-27,Healthcare,Biotechnology,12.76M,-13.50M,0.27%,33.50M,33.33M,2.20%,0.21,4.9,231060,17.0
2019-05-04,DFFN,Diffusion Pharmace ,2020-02-27,Healthcare,Biotechnology,12.76M,-13.50M,0.27%,33.50M,33.33M,2.20%,0.21,4.9,231060,17.0
2019-05-09,DDD,3D Systems Corpora ,2019-05-17,Technology,Computer Peripherals,1.44B,-34.40M,1.90%,116.27M,109.52M,26.35%,11.99,8.75,225000,17.38
2019-05-04,ANET,Arista Networks In ,2019-05-17,Technology,Diversified Computer Systems,16.80B,313.30M,0.10%,75.38M,53.34M,3.22%,1.95,262.2,75450,15.65
2019-05-04,ANET,Arista Networks In ,2019-05-17,Technology,Diversified Computer Systems,16.80B,313.30M,0.10%,75.38M,53.34M,3.22%,1.95,262.2,75450,15.65
2019-05-04,ANET,Arista Networks In ,2019-05-17,Technology,Diversified Computer Systems,16.80B,313.30M,0.10%,75.38M,53.34M,3.22%,1.95,262.2,75450,15.65
2019-05-07,XENT,Intersect Ent Inc. ,2020-02-27,Healthcare,Medical Appliances & Equipment,747.78M,-40.10M,1.70%,32.47M,30.23M,5.06%,2.42,25.97,721380,21.66
2019-05-07,CHAU,Direxion Daily Csi ,2019-02-25,Financial,Exchange Traded Fund,-,-,-,-,-,-,0.25,21.35,104370,13.46
2019-05-07,CIFS,China Internet Nat ,2019-03-04,Financial,Credit Services,60.94M,22.70M,,18.75M,5.77M,1.66%,0.07,2.3,46190,15.13
2019-05-07,ARMK,Aramark ,2020-01-18,Services,Specialty Eateries,11.56B,438.10M,0.40%,248.94M,247.12M,3.97%,3.95,26.3,37810,16.0
2019-05-07,CPRX,Catalyst Pharmaceu ,2019-05-13,Healthcare,Drugs - Generic,322.60M,-34.00M,5.40%,102.74M,95.72M,7.39%,2.84,3.72,1530000,39.12
2019-05-09,NVTA,Invitae Corporation ,2019-01-16,Healthcare,Medical Laboratories & Research,1.08B,-91.20M,0.90%,75.46M,70.21M,7.79%,5.19,19.3,310800,19.11
2019-05-09,TWOU,2U Inc. ,2019-08-01,Technology,Application Software,769.02M,-45.00M,2.00%,60.08M,57.32M,21.35%,12.35,46.5,64750,22.41
2019-05-09,INGN,Inogen Inc ,2019-07-03,Healthcare,Medical Instruments & Supplies,1.42B,46.40M,0.90%,21.75M,21.63M,18.32%,6.58,65.05,377570,28.63
2019-05-09,NVTA,Invitae Corporation ,2019-01-16,Healthcare,Medical Laboratories & Research,1.08B,-91.20M,0.90%,75.46M,70.21M,7.79%,5.19,19.3,310800,19.11
2019-05-09,TWOU,2U Inc. ,2019-08-01,Technology,Application Software,769.02M,-45.00M,2.00%,60.08M,57.32M,21.35%,12.35,46.5,64750,22.41
2019-05-09,INGN,Inogen Inc ,2019-07-03,Healthcare,Medical Instruments & Supplies,1.42B,46.40M,0.90%,21.75M,21.63M,18.32%,6.58,65.05,377570,28.63
2019-05-09,INFN,Infinera Corporati ,2020-02-27,Technology,Communication Equipment,1.29B,-453.50M,0.20%,184.91M,176.78M,12.01%,9.99,3.69,65130,16.52
2019-05-09,DDD,3D Systems Corpora ,2019-05-17,Technology,Computer Peripherals,1.44B,-34.40M,1.90%,116.27M,109.52M,26.35%,11.99,8.75,225000,17.38
2019-05-09,CDMO,Avid Bioservices I ,2020-02-27,Healthcare,Biotechnology,368.75M,-9.50M,0.10%,56.73M,49.79M,5.40%,6.57,3.6,31590,19.1
2019-05-09,GDOT,Green Dot Corporat ,2020-02-27,Financial,Credit Services,1.80B,99.90M,2.60%,52.76M,46.83M,12.99%,5.10,47.4,140410,25.08
2019-05-09,ELF,e.l.f. Beauty Inc. ,2019-02-22,Consumer Goods,Personal Products,463.76M,15.70M,4.70%,48.51M,23.07M,23.50%,11.71,10.09,30430,18.43
2019-05-09,CDMO,Avid Bioservices I ,2020-02-27,Healthcare,Biotechnology,368.75M,-9.50M,0.10%,56.73M,49.79M,5.40%,6.57,3.6,31590,19.1
2019-05-09,GDOT,Green Dot Corporat ,2020-02-27,Financial,Credit Services,1.80B,99.90M,2.60%,52.76M,46.83M,12.99%,5.10,47.4,140410,25.08
2019-05-09,STMP,Stamps.com Inc. ,2019-03-04,Technology,Application Software,1.68B,179.20M,0.10%,17.71M,16.89M,14.15%,2.93,42.23,846310,49.36
2019-05-09,ELF,e.l.f. Beauty Inc. ,2019-02-22,Consumer Goods,Personal Products,463.76M,15.70M,4.70%,48.51M,23.07M,23.50%,11.71,10.09,30430,18.43
2019-05-09,STMP,Stamps.com Inc. ,2019-03-04,Technology,Application Software,1.68B,179.20M,0.10%,17.71M,16.89M,14.15%,2.93,42.23,846310,49.36
2019-05-03,CREE,Cree Inc. ,2020-02-27,Technology,Semiconductor Equipment & Materials,5.04B,-147.70M,0.60%,112.38M,107.45M,7.91%,6.67,57.52,55630,11.21
2019-05-03,WLL,Whiting Petroleum ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,213.84M,110.30M,0.40%,94.62M,90.44M,34.57%,3.03,23.1,70920,12.93
2019-05-02,CREE,Cree Inc. ,2020-02-27,Technology,Semiconductor Equipment & Materials,5.04B,-147.70M,0.60%,112.38M,107.45M,7.91%,6.67,57.52,55630,11.21
2019-04-30,CGNX,Cognex Corporation ,2020-02-27,Technology,Scientific & Technical Instruments,8.43B,203.90M,4.68%,180.48M,164.54M,4.04%,6.97,45.45,91520,15.36
2019-04-25,APH,Amphenol Corporati ,2020-02-27,Technology,Diversified Electronics,29.07B,1.15B,0.10%,303.84M,296.60M,0.84%,2.15,94.51,32960,10.32
2019-04-24,APH,Amphenol Corporati ,2020-02-27,Technology,Diversified Electronics,29.07B,1.15B,0.10%,303.84M,296.60M,0.84%,2.15,94.51,32960,10.32
2019-04-24,APH,Amphenol Corporati ,2020-02-27,Technology,Diversified Electronics,29.07B,1.15B,0.10%,303.84M,296.60M,0.84%,2.15,94.51,32960,10.32
2019-04-23,WAT,Waters Corporation ,2020-02-27,Healthcare,Medical Instruments & Supplies,13.11B,589.00M,0.30%,64.72M,63.43M,8.69%,11.57,202.2,83310,16.11
2019-04-30,VNE,Veoneer Inc. ,2020-02-01,Consumer Goods,Auto Parts,1.45B,-494.00M,0.25%,111.40M,111.12M,7.88%,20.76,21.6,56940,19.25
2019-04-26,PTC,Ptc Inc. ,2019-12-20,Technology,Technical & System Software,8.46B,-27.50M,0.70%,113.65M,103.79M,3.33%,3.67,91.49,135750,10.21
2019-04-30,VNE,Veoneer Inc. ,2020-02-01,Consumer Goods,Auto Parts,1.45B,-494.00M,0.25%,111.40M,111.12M,7.88%,20.76,21.6,56940,19.25
2019-04-30,VNE,Veoneer Inc. ,2020-02-01,Consumer Goods,Auto Parts,1.45B,-494.00M,0.25%,111.40M,111.12M,7.88%,20.76,21.6,56940,19.25
2019-04-23,RHE,Regional Health Pr ,2019-04-29,Healthcare,Long-Term Care Facilities,2.69M,-17.30M,21.40%,1.17M,-,-,0.47,2.04,118720,15.87
2019-04-26,HMI,Huami Corporation ,2019-02-20,Technology,Scientific & Technical Instruments,904.24M,33.20M,9.04%,55.68M,9.90M,1.74%,1.49,9.71,397020,12.05
2019-04-26,CNSL,Consolidated Commu ,2019-04-29,Technology,Telecom Services - Domestic,421.17M,-56.80M,1.20%,73.89M,69.78M,23.56%,13.13,6.9,329520,22.38
2019-04-24,IRBT,irobot Corporation ,2019-04-15,Consumer Goods,Appliances,2.68B,57.50M,3.30%,27.67M,26.82M,13.71%,3.83,108.95,106200,16.56
2019-04-24,IRBT,irobot Corporation ,2019-04-15,Consumer Goods,Appliances,2.68B,57.50M,3.30%,27.67M,26.82M,13.71%,3.83,108.95,106200,16.56
2019-05-02,WLL,Whiting Petroleum ,2020-02-27,Basic Materials,Oil & Gas Drilling & Exploration,213.84M,110.30M,0.40%,94.62M,90.44M,34.57%,3.03,23.1,70920,12.93
2019-04-30,DBD,Diebold Nixdorf In ,2019-02-20,Technology,Diversified Computer Systems,647.19M,-568.70M,1.50%,76.05M,74.40M,19.71%,7.02,10.0,126250,19.55
2019-05-02,FLR,Fluor Corporation ,2020-02-27,Industrial Goods,Heavy Construction,1.53B,-1374.00M,0.30%,138.46M,131.85M,7.26%,3.73,28.9,143020,26.18
2019-04-25,IRBT,irobot Corporation ,2019-04-15,Consumer Goods,Appliances,2.68B,57.50M,3.30%,27.67M,26.82M,13.71%,3.83,108.95,106200,16.56
2019-05-03,FLR,Fluor Corporation ,2020-02-27,Industrial Goods,Heavy Construction,1.53B,-1374.00M,0.30%,138.46M,131.85M,7.26%,3.73,28.9,143020,26.18
2019-05-02,CTST,Canntrust Holdings ,2019-07-10,Healthcare,Drugs - Generic,-,-,-,-,115.28M,6.24%,2.23,5.57,5880000,13.51
2019-05-02,ABMD,Abiomed Inc. ,2019-11-18,Healthcare,Medical Appliances & Equipment,7.96B,220.80M,1.70%,44.69M,44.15M,8.22%,6.13,232.59,144200,16.05
2019-05-02,CIFS,China Internet Nat ,2019-03-04,Financial,Credit Services,60.94M,22.70M,,18.75M,5.77M,1.66%,0.07,2.05,74950,18.0
2019-05-03,CTST,Canntrust Holdings ,2019-07-10,Healthcare,Drugs - Generic,-,-,-,-,115.28M,6.24%,2.23,5.57,5880000,13.51
2019-05-03,ABMD,Abiomed Inc. ,2019-11-18,Healthcare,Medical Appliances & Equipment,7.96B,220.80M,1.70%,44.69M,44.15M,8.22%,6.13,232.59,144200,16.05
2019-05-03,CIFS,China Internet Nat ,2019-03-04,Financial,Credit Services,60.94M,22.70M,,18.75M,5.77M,1.66%,0.07,2.05,74950,18.0
2019-04-23,WAT,Waters Corporation ,2020-02-27,Healthcare,Medical Instruments & Supplies,13.11B,589.00M,0.30%,64.72M,63.43M,8.69%,11.57,202.2,83310,16.11
2019-04-19,EIGR,Eiger Biopharmaceu ,2020-02-27,Healthcare,Biotechnology,244.80M,-69.80M,0.60%,24.31M,23.99M,2.09%,1.88,11.5,145120,11.74
2019-04-19,EIGR,Eiger Biopharmaceu ,2020-02-27,Healthcare,Biotechnology,244.80M,-69.80M,0.60%,24.31M,23.99M,2.09%,1.88,11.5,145120,11.74
2019-04-23,RHE,Regional Health Pr ,2019-04-29,Healthcare,Long-Term Care Facilities,2.69M,-17.30M,21.40%,1.17M,-,-,0.47,2.04,118720,15.87
2019-04-23,RHE,Regional Health Pr ,2019-04-29,Healthcare,Long-Term Care Facilities,2.69M,-17.30M,21.40%,1.17M,-,-,0.47,2.04,118720,15.87
2019-04-17,WVE,Wave Life Sciences ,2019-11-15,Healthcare,Biotechnology,944.74M,-174.80M,0.20%,33.88M,27.82M,14.75%,20.68,28.0,52030,17.7
2019-04-17,WVE,Wave Life Sciences ,2019-11-15,Healthcare,Biotechnology,944.74M,-174.80M,0.20%,33.88M,27.82M,14.75%,20.68,28.0,52030,17.7
2019-04-19,SKX,Skechers U.s.a. In ,2020-02-27,Consumer Goods,Textile - Apparel Footwear & Accessories,5.42B,346.60M,0.60%,162.20M,107.91M,4.10%,2.48,29.69,319630,15.84
2019-04-19,STNE,Stoneco Ltd. ,2019-05-13,Technology,Application Software,7.68B,76.40M,26.68%,275.21M,111.85M,9.58%,2.52,29.55,1250000,14.94
2019-04-19,SKX,Skechers U.s.a. In ,2020-02-27,Consumer Goods,Textile - Apparel Footwear & Accessories,5.42B,346.60M,0.60%,162.20M,107.91M,4.10%,2.48,29.69,319630,15.84
2019-04-23,WAT,Waters Corporation ,2020-02-27,Healthcare,Medical Instruments & Supplies,13.11B,589.00M,0.30%,64.72M,63.43M,8.69%,11.57,202.2,83310,16.11
2019-04-19,STNE,Stoneco Ltd. ,2019-05-13,Technology,Application Software,7.68B,76.40M,26.68%,275.21M,111.85M,9.58%,2.52,29.55,1250000,14.94
